date,fold,regime,prediction,pred_direction,actual_return,actual_direction,strategy_return,cumulative_return,confidence,aleatoric,epistemic,correct,pnl_bps,B_pred,B_actual,D_pred,D_actual
2008-12-24,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),0.028114257380366325,1,-0.0003429576463531703,-1,-0.0003429576463531703,-0.0003429576463531703,,,,0,-3.4295764635317028,0.01095261424779892,0.06284288316965103,0.028114257380366325,-0.01131396397522408
2008-12-26,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),0.011173918843269348,1,-0.008273275569081306,-1,-0.008273275569081306,-0.008616233215434477,,,,0,-82.73275569081306,0.018827352672815323,0.06286349147558212,0.011173918843269348,-0.28636381278925166
2008-12-29,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),0.025844134390354156,1,0.020555762574076653,1,0.020555762574076653,0.011939529358642176,,,,1,205.55762574076653,0.030797366052865982,0.08108048141002655,0.025844134390354156,0.7113592667332982
2008-12-30,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),0.021762436255812645,1,0.008441665209829807,1,0.008441665209829807,0.020381194568471983,,,,1,84.41665209829807,0.004738980904221535,0.0317063182592392,0.021762436255812645,0.359792261687734
2008-12-31,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),-0.006192352622747421,-1,0.042461689561605453,1,-0.042461689561605453,-0.02208049499313347,,,,0,-424.61689561605453,-0.02792586199939251,0.033722203224897385,-0.006192352622747421,1.8988990613166399
2009-01-02,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),-0.0006673038005828857,-1,-0.00032235000981017947,-1,0.00032235000981017947,-0.02175814498332329,,,,1,3.2235000981017947,-0.022169865667819977,-0.03142658993601799,-0.0006673038005828857,-0.013732587060522822
2009-01-05,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),-0.0025004930794239044,-1,0.00994371809065342,1,-0.00994371809065342,-0.03170186307397671,,,,0,-99.4371809065342,-0.016361482441425323,-0.04956405982375145,-0.0025004930794239044,0.440405604963444
2009-01-06,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),-0.01511753723025322,-1,-0.028818404302001,-1,0.028818404302001,-0.002883458771975711,,,,1,288.18404302001,0.008854620158672333,-0.0591689758002758,-0.01511753723025322,-1.38107552841447
2009-01-07,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),0.020379317924380302,1,0.010457552038133144,1,0.010457552038133144,0.007574093266157433,,,,1,104.57552038133144,-0.008193064481019974,-0.06130253151059151,0.020379317924380302,0.5213772021956417
2009-01-08,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),0.018822740763425827,1,-0.02268710546195507,-1,-0.02268710546195507,-0.015113012195797637,,,,0,-226.8710546195507,0.0008475687354803085,-0.05547646805644035,0.018822740763425827,-1.123864984696404
