date,position,pred_direction,traded,actual_ret_1d,bh_log_ret,strategy_pnl,correct,equity_dollars,buy_hold_dollars,excess_dollars,cumret_pct,bh_cumret_pct,excess_cumret_pct,drawdown_pct,underwater,pred_ret_1d
2025-12-01,-1.000000,-1,1,0.007796,0.007796,-0.007796,0,992.234800,1007.826000,-15.591200,-0.776500,0.782600,-1.559100,0.000000,0,-0.014153
2025-12-02,-1.000000,-1,1,0.002441,0.002441,-0.002441,0,989.815900,1010.288900,-20.473000,-1.018400,1.028900,-2.047300,-0.243800,1,-0.014153
2025-12-03,-1.000000,-1,1,-0.000931,-0.000931,0.000931,1,990.737400,1009.349200,-18.611800,-0.926300,0.934900,-1.861200,-0.150900,1,-0.014153
2025-12-04,-1.000000,-1,1,0.004069,0.004069,-0.004069,0,986.714200,1013.464700,-26.750500,-1.328600,1.346500,-2.675100,-0.556400,1,-0.014153
2025-12-05,-1.000000,-1,1,-0.001920,-0.001920,0.001920,1,988.610900,1011.520300,-22.909400,-1.138900,1.152000,-2.290900,-0.365200,1,-0.014153
2025-12-08,-1.000000,-1,1,0.001233,0.001233,-0.001233,0,987.393000,1012.767900,-25.374900,-1.260700,1.276800,-2.537500,-0.488000,1,-0.014153
2025-12-09,-1.000000,-1,1,0.004087,0.004087,-0.004087,0,983.365400,1016.915900,-33.550500,-1.663500,1.691600,-3.355100,-0.893900,1,-0.014153
2025-12-10,-1.000000,-1,1,-0.003240,-0.003240,0.003240,1,986.556400,1013.626800,-27.070400,-1.344400,1.362700,-2.707100,-0.572300,1,-0.014153
2025-12-11,-1.000000,-1,1,-0.019303,-0.019303,0.019303,1,1005.785300,994.248000,11.537300,0.578500,-0.575200,1.153700,0.000000,0,-0.014153
2025-12-12,-1.000000,-1,1,-0.005032,-0.005032,0.005032,1,1010.859200,989.257500,21.601700,1.085900,-1.074200,2.160100,0.000000,0,-0.014153
2025-12-15,-1.000000,-1,1,0.001980,0.001980,-0.001980,0,1008.859800,991.218000,17.641800,0.886000,-0.878200,1.764200,-0.197800,1,-0.014153
2025-12-16,-1.000000,-1,1,-0.018711,-0.018711,0.018711,1,1027.914200,972.843800,55.070400,2.791400,-2.715600,5.507000,0.000000,0,-0.014153
2025-12-17,-1.000000,-1,1,0.014386,0.014386,-0.014386,0,1013.232400,986.940400,26.292000,1.323200,-1.306000,2.629200,-1.428300,1,-0.014153
2025-12-18,-1.000000,-1,1,0.012951,0.012951,-0.012951,0,1000.194400,999.805700,0.388700,0.019400,-0.019400,0.038800,-2.696700,1,-0.014153
2025-12-19,-1.000000,-1,1,0.004782,0.004782,-0.004782,0,995.422900,1004.598200,-9.175300,-0.457700,0.459800,-0.917500,-3.160900,1,-0.014153
2025-12-22,-1.000000,-1,1,0.004672,0.004672,-0.004672,0,990.782700,1009.303000,-18.520300,-0.921700,0.930300,-1.852000,-3.612300,1,-0.014153
