date,position,pred_direction,traded,actual_ret_1d,bh_log_ret,strategy_pnl,correct,equity_dollars,buy_hold_dollars,excess_dollars,cumret_pct,bh_cumret_pct,excess_cumret_pct,drawdown_pct,underwater,pred_ret_1d
2025-12-23,-1.000000,-1,1,0.002921,0.002921,-0.002921,0,987.892600,1012.255800,-24.363200,-1.210700,1.225600,-2.436300,-3.893500,1,-0.014153
2025-12-24,-1.000000,-1,1,-0.000064,-0.000064,0.000064,1,987.955900,1012.190900,-24.235000,-1.204400,1.219100,-2.423500,-3.887300,1,-0.014153
2025-12-26,-1.000000,-1,1,-0.004852,-0.004852,0.004852,1,992.761500,1007.291300,-14.529800,-0.723900,0.729100,-1.453000,-3.419800,1,-0.014153
2025-12-29,-1.000000,-1,1,-0.002322,-0.002322,0.002322,1,995.069400,1004.955000,-9.885600,-0.493100,0.495500,-0.988600,-3.195300,1,-0.014153
2025-12-30,-1.000000,-1,1,-0.008300,-0.008300,0.008300,1,1003.362900,996.648400,6.714500,0.336300,-0.335200,0.671500,-2.388500,1,-0.014153
2025-12-31,-1.000000,-1,1,-0.001939,-0.001939,0.001939,1,1005.310200,994.717800,10.592400,0.531000,-0.528200,1.059200,-2.199000,1,-0.014153
2026-01-02,-1.000000,-1,1,0.007912,0.007912,-0.007912,0,997.388100,1002.618800,-5.230700,-0.261200,0.261900,-0.523100,-2.969700,1,-0.014153
2026-01-05,-1.000000,-1,1,0.008748,0.008748,-0.008748,0,988.700800,1011.428300,-22.727500,-1.129900,1.142800,-2.272700,-3.814900,1,-0.014153
2026-01-06,-1.000000,-1,1,0.000962,0.000962,-0.000962,0,987.750100,1012.401900,-24.651800,-1.225000,1.240200,-2.465200,-3.907300,1,-0.014153
2026-01-07,-1.000000,-1,1,-0.005705,-0.005705,0.005705,1,993.401500,1006.642300,-13.240800,-0.659800,0.664200,-1.324000,-3.357500,1,-0.014153
2026-01-08,-1.000000,-1,1,0.009911,0.009911,-0.009911,0,983.604600,1016.668700,-33.064100,-1.639500,1.666900,-3.306400,-4.310600,1,-0.014153
2026-01-09,-1.000000,-1,1,0.000829,0.000829,-0.000829,0,982.789100,1017.512300,-34.723200,-1.721100,1.751200,-3.472300,-4.390000,1,-0.014153
2026-01-12,-1.000000,-1,1,-0.001484,-0.001484,0.001484,1,984.248600,1016.003500,-31.754900,-1.575100,1.600400,-3.175500,-4.248000,1,-0.014153
2026-01-13,-1.000000,-1,1,-0.010740,-0.010740,0.010740,1,994.876700,1005.149700,-10.273000,-0.512300,0.515000,-1.027300,-3.214000,1,-0.014153
2026-01-14,-1.000000,-1,1,0.003593,0.003593,-0.003593,0,991.308500,1008.767700,-17.459200,-0.869200,0.876800,-1.746000,-3.561200,1,-0.014153
2026-01-15,-1.000000,-1,1,-0.000837,-0.000837,0.000837,1,992.138200,1007.924100,-15.785900,-0.786200,0.792400,-1.578600,-3.480400,1,-0.014153
2026-01-16,-1.000000,-1,1,-0.021476,-0.021476,0.021476,1,1013.676000,986.508500,27.167500,1.367600,-1.349100,2.716700,-1.385200,1,-0.014153
2026-01-20,-1.000000,-1,1,0.013428,0.013428,-0.013428,0,1000.155500,999.844500,0.311000,0.015500,-0.015500,0.031000,-2.700500,1,-0.014153
2026-01-21,-1.000000,-1,1,0.007243,0.007243,-0.007243,0,992.937400,1007.112800,-14.175400,-0.706300,0.711300,-1.417600,-3.402700,1,-0.014153
2026-01-22,-1.000000,-1,1,0.003152,0.003152,-0.003152,0,989.812200,1010.292700,-20.480500,-1.018800,1.029300,-2.048100,-3.706700,1,-0.014153
2026-01-23,-1.000000,-1,1,0.004390,0.004390,-0.004390,0,985.476000,1014.738100,-29.262100,-1.452400,1.473800,-2.926200,-4.128600,1,-0.014153
2026-01-26,-1.000000,-1,1,0.009024,0.009024,-0.009024,0,976.622600,1023.937000,-47.314400,-2.337700,2.393700,-4.731400,-4.989900,1,-0.014153
2026-01-27,-1.000000,-1,1,0.003306,0.003306,-0.003306,0,973.399200,1027.327700,-53.928500,-2.660100,2.732800,-5.392900,-5.303500,1,-0.014153
2026-01-28,-1.000000,-1,1,-0.006003,-0.006003,0.006003,1,979.260300,1021.178900,-41.918600,-2.074000,2.117900,-4.191900,-4.733300,1,-0.014153
2026-01-29,-1.000000,-1,1,-0.012084,-0.012084,0.012084,1,991.165100,1008.913700,-17.748600,-0.883500,0.891400,-1.774900,-3.575100,1,-0.014153
2026-01-30,-1.000000,-1,1,0.006843,0.006843,-0.006843,0,984.405700,1015.841300,-31.435600,-1.559400,1.584100,-3.143500,-4.232700,1,-0.014153
2026-02-02,-1.000000,-1,1,-0.015483,-0.015483,0.015483,1,999.766200,1000.233900,-0.467700,-0.023400,0.023400,-0.046800,-2.738400,1,-0.014153
2026-02-03,-1.000000,-1,1,-0.017623,-0.017623,0.017623,1,1017.541600,982.760800,34.780800,1.754200,-1.723900,3.478100,-1.009100,1,-0.014153
2026-02-04,-1.000000,-1,1,-0.014500,-0.014500,0.014500,1,1032.403300,968.613700,63.789600,3.240300,-3.138600,6.378900,0.000000,0,-0.014153
2026-02-05,-1.000000,-1,1,0.020918,0.020918,-0.020918,0,1011.032300,989.088100,21.944200,1.103200,-1.091200,2.194400,-2.070000,1,-0.014153
2026-02-06,-1.000000,-1,1,0.007631,0.007631,-0.007631,0,1003.346500,996.664700,6.681800,0.334600,-0.333500,0.668100,-2.814500,1,-0.014153
2026-02-09,-1.000000,-1,1,-0.004650,-0.004650,0.004650,1,1008.023000,992.040800,15.982200,0.802300,-0.795900,1.598200,-2.361500,1,-0.014153
2026-02-10,-1.000000,-1,1,0.002678,0.002678,-0.002678,0,1005.326700,994.701600,10.625100,0.532700,-0.529800,1.062500,-2.622700,1,-0.014153
2026-02-11,-1.000000,-1,1,-0.020549,-0.020549,0.020549,1,1026.198400,974.470400,51.728000,2.619800,-2.553000,5.172800,-0.601000,1,-0.014153
2026-02-12,-1.000000,-1,1,0.002129,0.002129,-0.002129,0,1024.016200,976.547100,47.469100,2.401600,-2.345300,4.746900,-0.812400,1,-0.014153
2026-02-13,-1.000000,-1,1,-0.001031,-0.001031,0.001031,1,1025.072100,975.541100,49.531000,2.507200,-2.445900,4.953100,-0.710100,1,-0.014153
2026-02-17,-1.000000,-1,1,0.007439,0.007439,-0.007439,0,1017.474400,982.825700,34.648700,1.747400,-1.717400,3.464800,-1.446000,1,-0.014153
2026-02-18,-1.000000,-1,1,-0.003837,-0.003837,0.003837,1,1021.386100,979.061700,42.324400,2.138600,-2.093800,4.232400,-1.067100,1,-0.014153
2026-02-19,-1.000000,-1,1,0.008810,0.008810,-0.008810,0,1012.427200,987.725300,24.701900,1.242700,-1.227500,2.470200,-1.934900,1,-0.014153
2026-02-20,-1.000000,-1,1,-0.012229,-0.012229,0.012229,1,1024.884600,975.719600,49.165000,2.488500,-2.428000,4.916500,-0.728300,1,-0.014153
2026-02-23,-1.000000,-1,1,0.010684,0.010684,-0.010684,0,1013.992800,986.200300,27.792500,1.399300,-1.380000,2.779300,-1.783300,1,-0.014153
2026-02-24,-1.000000,-1,1,0.014389,0.014389,-0.014389,0,999.506800,1000.493500,-0.986700,-0.049300,0.049400,-0.098700,-3.186400,1,-0.014153
2026-02-25,-1.000000,-1,1,-0.012138,-0.012138,0.012138,1,1011.712700,988.422900,23.289800,1.171300,-1.157700,2.329000,-2.004100,1,-0.014153
2026-02-26,-1.000000,-1,1,-0.003206,-0.003206,0.003206,1,1014.961300,985.259200,29.702100,1.496100,-1.474100,2.970200,-1.689500,1,-0.014153
2026-02-27,-1.000000,-1,1,0.001316,0.001316,-0.001316,0,1013.626000,986.557200,27.068800,1.362600,-1.344300,2.706900,-1.818800,1,-0.014153
2026-03-02,-1.000000,-1,1,-0.010763,-0.010763,0.010763,1,1024.594900,975.995500,48.599400,2.459500,-2.400400,4.859900,-0.756300,1,-0.014153
2026-03-03,-1.000000,-1,1,0.015128,0.015128,-0.015128,0,1009.211300,990.872800,18.338500,0.921100,-0.912700,1.833800,-2.246400,1,-0.014153
2026-03-04,-1.000000,-1,1,-0.003017,-0.003017,0.003017,1,1012.261100,987.887400,24.373700,1.226100,-1.211300,2.437400,-1.951000,1,-0.014153
2026-03-05,-1.000000,-1,1,-0.015158,-0.015158,0.015158,1,1027.721300,973.026400,54.694900,2.772100,-2.697400,5.469500,-0.453500,1,-0.014153
2026-03-06,-1.000000,-1,1,0.013267,0.013267,-0.013267,0,1014.176400,986.021800,28.154600,1.417600,-1.397800,2.815400,-1.765500,1,-0.014153
2026-03-09,-1.000000,-1,1,0.000016,0.000016,-0.000016,0,1014.159600,986.038100,28.121500,1.416000,-1.396200,2.812200,-1.767100,1,-0.014153
2026-03-10,-1.000000,-1,1,-0.000132,-0.000132,0.000132,1,1014.293100,985.908300,28.384800,1.429300,-1.409200,2.838500,-1.754200,1,-0.014153
2026-03-11,-1.000000,-1,1,-0.017312,-0.017312,0.017312,1,1032.005800,968.986800,63.019000,3.200600,-3.101300,6.301900,-0.038500,1,-0.014153
2026-03-12,-1.000000,-1,1,-0.005945,-0.005945,0.005945,1,1038.159200,963.243400,74.915800,3.815900,-3.675700,7.491600,0.000000,0,-0.014153
2026-03-13,-1.000000,-1,1,0.011155,0.011155,-0.011155,0,1026.642900,974.048500,52.594400,2.664300,-2.595200,5.259500,-1.109300,1,-0.014153
2026-03-16,-1.000000,-1,1,0.004868,0.004868,-0.004868,0,1021.656900,978.802200,42.854700,2.165700,-2.119800,4.285500,-1.589600,1,-0.014153
2026-03-17,-1.000000,-1,1,-0.014038,-0.014038,0.014038,1,1036.099800,965.158000,70.941800,3.610000,-3.484200,7.094200,-0.198400,1,-0.014153
2026-03-18,-1.000000,-1,1,-0.003165,-0.003165,0.003165,1,1039.384600,962.107800,77.276800,3.938500,-3.789200,7.727700,0.000000,0,-0.014153
2026-03-19,-1.000000,-1,1,-0.018655,-0.018655,0.018655,1,1058.955900,944.326400,114.629500,5.895600,-5.567400,11.463000,0.000000,0,-0.014153
2026-03-20,-1.000000,-1,1,0.011414,0.011414,-0.011414,0,1046.938100,955.166300,91.771800,4.693800,-4.483400,9.177200,-1.134900,1,-0.014153
2026-03-23,-1.000000,-1,1,-0.006860,-0.006860,0.006860,1,1054.145100,948.636000,105.509100,5.414500,-5.136400,10.550900,-0.454300,1,-0.014153
2026-03-24,-1.000000,-1,1,0.006554,0.006554,-0.006554,0,1047.258700,954.873900,92.384800,4.725900,-4.512600,9.238500,-1.104600,1,-0.014153
2026-03-25,-1.000000,-1,1,-0.024157,-0.024157,0.024157,1,1072.865700,932.083100,140.782600,7.286600,-6.791700,14.078300,0.000000,0,-0.014153
2026-03-26,-1.000000,-1,1,-0.019730,-0.019730,0.019730,1,1094.243600,913.873300,180.370300,9.424400,-8.612700,18.037100,0.000000,0,-0.014153
2026-03-27,-1.000000,-1,1,-0.007673,-0.007673,0.007673,1,1102.671700,906.888200,195.783500,10.267200,-9.311200,19.578400,0.000000,0,-0.014153
2026-03-30,-1.000000,-1,1,0.033293,0.033293,-0.033293,0,1066.564400,937.589900,128.974500,6.656400,-6.241000,12.897400,-3.274500,1,-0.014153
2026-03-31,-1.000000,-1,1,0.012277,0.012277,-0.012277,0,1053.549700,949.172100,104.377600,5.355000,-5.082800,10.437800,-4.454800,1,-0.014153
2026-04-01,-1.000000,-1,1,0.001146,0.001146,-0.001146,0,1052.343000,950.260500,102.082500,5.234300,-4.974000,10.208300,-4.564300,1,-0.014153
2026-04-02,-1.000000,-1,1,0.005999,0.005999,-0.005999,0,1046.048600,955.978500,90.070100,4.604900,-4.402100,9.007000,-5.135100,1,-0.014153
2026-04-06,-1.000000,-1,1,0.000153,0.000153,-0.000153,0,1045.888600,956.124800,89.763800,4.588900,-4.387500,8.976400,-5.149600,1,-0.014153
2026-04-07,-1.000000,-1,1,0.029299,0.029299,-0.029299,0,1015.690000,984.552300,31.137700,1.569000,-1.544800,3.113800,-7.888300,1,-0.014153
2026-04-08,-1.000000,-1,1,0.006742,0.006742,-0.006742,0,1008.865400,991.212500,17.652900,0.886500,-0.878800,1.765300,-8.507200,1,-0.014153
2026-04-09,-1.000000,-1,1,0.001441,0.001441,-0.001441,0,1007.412600,992.642000,14.770600,0.741300,-0.735800,1.477100,-8.638900,1,-0.014153
2026-04-10,-1.000000,-1,1,0.010289,0.010289,-0.010289,0,997.100000,1002.908400,-5.808400,-0.290000,0.290800,-0.580800,-9.574200,1,-0.014153
2026-04-13,-1.000000,-1,1,0.017994,0.017994,-0.017994,0,979.318500,1021.118200,-41.799700,-2.068200,2.111800,-4.180000,-11.186800,1,-0.014153
2026-04-14,-1.000000,-1,1,0.013902,0.013902,-0.013902,0,965.797900,1035.413300,-69.615400,-3.420200,3.541300,-6.961500,-12.412900,1,-0.014153
2026-04-15,-1.000000,-1,1,0.004805,0.004805,-0.004805,0,961.168600,1040.400200,-79.231600,-3.883100,4.040000,-7.923100,-12.832700,1,-0.014153
2026-04-16,-1.000000,-1,1,0.012999,0.012999,-0.012999,0,948.754900,1054.013000,-105.258100,-5.124500,5.401300,-10.525800,-13.958500,1,-0.014153
2026-04-17,-1.000000,-1,1,-0.003180,-0.003180,0.003180,1,951.776700,1050.666600,-98.889900,-4.822300,5.066700,-9.889000,-13.684500,1,-0.014153
2026-04-20,-1.000000,-1,1,-0.003811,-0.003811,0.003811,1,955.410400,1046.670600,-91.260200,-4.459000,4.667100,-9.126100,-13.355000,1,-0.014153
2026-04-21,-1.000000,-1,1,0.016592,0.016592,-0.016592,0,939.688900,1064.181900,-124.493000,-6.031100,6.418200,-12.449300,-14.780700,1,-0.014153
2026-04-22,-1.000000,-1,1,-0.005649,-0.005649,0.005649,1,945.011900,1058.187800,-113.175900,-5.498800,5.818800,-11.317600,-14.298000,1,-0.014153
