date,position,pred_direction,traded,actual_ret_1d,bh_log_ret,strategy_pnl,correct,equity_dollars,buy_hold_dollars,excess_dollars,cumret_pct,bh_cumret_pct,excess_cumret_pct,drawdown_pct,underwater
2025-12-01,1.000000,1,1,0.007796,0.007796,0.007578,1,1007.610000,1007.830000,-0.220000,0.761000,0.783000,-0.022000,0.000000,0
2025-12-02,1.000000,1,1,0.002441,0.002441,0.002243,1,1009.870000,1010.290000,-0.420000,0.987000,1.029000,-0.042000,0.000000,0
2025-12-03,1.000000,1,1,-0.000931,-0.000931,-0.001114,0,1008.750000,1009.350000,-0.600000,0.875000,0.935000,-0.060000,-0.110905,1
2025-12-04,1.000000,1,1,0.004069,0.004069,0.003897,1,1012.680000,1013.460000,-0.780000,1.268000,1.346000,-0.078000,0.000000,0
2025-12-05,1.000000,1,1,-0.001920,-0.001920,-0.001825,0,1010.840000,1011.520000,-0.680000,1.084000,1.152000,-0.068000,-0.181696,1
2025-12-08,1.000000,1,1,0.001233,0.001233,0.001048,1,1011.900000,1012.770000,-0.870000,1.190000,1.277000,-0.087000,-0.077023,1
2025-12-09,1.000000,1,1,0.004087,0.004087,0.003902,1,1015.850000,1016.920000,-1.070000,1.585000,1.692000,-0.107000,0.000000,0
2025-12-10,1.000000,1,1,-0.003240,-0.003240,-0.001826,0,1014.000000,1013.630000,0.370000,1.400000,1.363000,0.037000,-0.182114,1
2025-12-11,1.000000,1,1,-0.019303,-0.019303,-0.001798,0,1012.180000,994.250000,17.930000,1.218000,-0.575000,1.793000,-0.361274,1
2025-12-12,1.000000,1,1,-0.005032,-0.005032,-0.001849,0,1010.310000,989.260000,21.050000,1.031000,-1.074000,2.105000,-0.545356,1
2025-12-15,1.000000,1,1,0.001980,0.001980,0.001796,1,1012.120000,991.220000,20.900000,1.212000,-0.878000,2.090000,-0.367180,1
2025-12-16,1.000000,1,1,-0.018711,-0.018711,-0.001838,0,1010.270000,972.840000,37.430000,1.027000,-2.716000,3.743000,-0.549294,1
2025-12-17,1.000000,1,1,0.014386,0.014386,0.014175,1,1024.690000,986.940000,37.750000,2.469000,-1.306000,3.775000,0.000000,0
2025-12-18,1.000000,1,1,0.012951,0.012951,0.012767,1,1037.850000,999.810000,38.040000,3.785000,-0.019000,3.804000,0.000000,0
2025-12-19,1.000000,1,1,0.004782,0.004782,0.004648,1,1042.690000,1004.600000,38.090000,4.269000,0.460000,3.809000,0.000000,0
2025-12-22,1.000000,1,1,0.004672,0.004672,0.004552,1,1047.450000,1009.300000,38.150000,4.745000,0.930000,3.815000,0.000000,0
2025-12-23,1.000000,1,1,0.002921,0.002921,0.002809,1,1050.390000,1012.260000,38.130000,5.039000,1.226000,3.813000,0.000000,0
2025-12-24,1.000000,1,1,-0.000064,-0.000064,-0.000170,0,1050.210000,1012.190000,38.020000,5.021000,1.219000,3.802000,-0.017136,1
2025-12-26,1.000000,1,1,-0.004852,-0.004852,-0.001777,0,1048.350000,1007.290000,41.060000,4.835000,0.729000,4.106000,-0.194214,1
2025-12-29,1.000000,1,1,-0.002322,-0.002322,-0.001798,0,1046.470000,1004.960000,41.510000,4.647000,0.496000,4.151000,-0.373195,1
2025-12-30,1.000000,1,1,-0.008300,-0.008300,-0.001810,0,1044.570000,996.650000,47.920000,4.457000,-0.335000,4.792000,-0.554080,1
2025-12-31,1.000000,1,1,-0.001939,-0.001939,-0.001824,0,1042.670000,994.720000,47.950000,4.267000,-0.528000,4.795000,-0.734965,1
2026-01-02,1.000000,1,1,0.007912,0.007912,0.007750,1,1050.780000,1002.620000,48.160000,5.078000,0.262000,4.816000,0.000000,0
2026-01-05,1.000000,1,1,0.008748,0.008748,0.008580,1,1059.840000,1011.430000,48.410000,5.984000,1.143000,4.841000,0.000000,0
2026-01-06,1.000000,1,1,0.000962,0.000962,0.000806,1,1060.690000,1012.400000,48.290000,6.069000,1.240000,4.829000,0.000000,0
2026-01-07,1.000000,1,1,-0.005705,-0.005705,-0.001835,0,1058.750000,1006.640000,52.110000,5.875000,0.664000,5.211000,-0.182900,1
2026-01-08,1.000000,1,1,0.009911,0.009911,0.009740,1,1069.110000,1016.670000,52.440000,6.911000,1.667000,5.244000,0.000000,0
2026-01-09,1.000000,1,1,0.000829,0.000829,0.000683,1,1069.840000,1017.510000,52.330000,6.984000,1.751000,5.233000,0.000000,0
2026-01-12,1.000000,1,1,-0.001484,-0.001484,-0.001640,0,1068.090000,1016.000000,52.090000,6.809000,1.600000,5.209000,-0.163576,1
2026-01-13,1.000000,1,1,-0.010740,-0.010740,-0.001835,0,1066.130000,1005.150000,60.980000,6.613000,0.515000,6.098000,-0.346781,1
2026-01-14,1.000000,1,1,0.003593,0.003593,0.003403,1,1069.760000,1008.770000,60.990000,6.976000,0.877000,6.099000,-0.007478,1
2026-01-15,1.000000,1,1,-0.000837,-0.000837,-0.001009,0,1068.690000,1007.920000,60.770000,6.869000,0.792000,6.077000,-0.107493,1
2026-01-16,1.000000,1,1,-0.021476,-0.021476,-0.001841,0,1066.720000,986.510000,80.210000,6.672000,-1.349000,8.021000,-0.291632,1
2026-01-20,1.000000,1,1,0.013428,0.013428,0.013152,1,1080.840000,999.850000,80.990000,8.084000,-0.015000,8.099000,0.000000,0
2026-01-21,1.000000,1,1,0.007243,0.007243,0.007047,1,1088.490000,1007.110000,81.380000,8.849000,0.711000,8.138000,0.000000,0
2026-01-22,1.000000,1,1,0.003152,0.003152,0.002983,1,1091.740000,1010.290000,81.450000,9.174000,1.029000,8.145000,0.000000,0
2026-01-23,1.000000,1,1,0.004390,0.004390,0.004214,1,1096.350000,1014.740000,81.610000,9.635000,1.474000,8.161000,0.000000,0
2026-01-26,1.000000,1,1,0.009024,0.009024,0.008847,1,1106.090000,1023.940000,82.150000,10.609000,2.394000,8.215000,0.000000,0
2026-01-27,1.000000,1,1,0.003306,0.003306,0.003126,1,1109.550000,1027.330000,82.220000,10.955000,2.733000,8.222000,0.000000,0
2026-01-28,1.000000,1,1,-0.006003,-0.006003,-0.001843,0,1107.510000,1021.180000,86.330000,10.751000,2.118000,8.633000,-0.183858,1
2026-01-29,1.000000,1,1,-0.012084,-0.012084,-0.001869,0,1105.440000,1008.910000,96.530000,10.544000,0.891000,9.653000,-0.370420,1
2026-01-30,1.000000,1,1,0.006843,0.006843,0.006614,1,1112.780000,1015.840000,96.940000,11.278000,1.584000,9.694000,0.000000,0
2026-02-02,1.000000,1,1,-0.015483,-0.015483,-0.001864,0,1110.710000,1000.230000,110.480000,11.071000,0.023000,11.048000,-0.186021,1
2026-02-03,1.000000,1,1,-0.017623,-0.017623,-0.001920,0,1108.570000,982.760000,125.810000,10.857000,-1.724000,12.581000,-0.378332,1
2026-02-04,1.000000,1,1,-0.014500,-0.014500,-0.001991,0,1106.370000,968.610000,137.760000,10.637000,-3.139000,13.776000,-0.576035,1
2026-02-05,1.000000,1,1,0.020918,0.020918,0.020502,1,1129.290000,989.090000,140.200000,12.929000,-1.091000,14.020000,0.000000,0
2026-02-06,1.000000,1,1,0.007631,0.007631,0.007354,1,1137.620000,996.660000,140.960000,13.762000,-0.334000,14.096000,0.000000,0
2026-02-09,1.000000,1,1,-0.004650,-0.004650,-0.001920,0,1135.440000,992.040000,143.400000,13.544000,-0.796000,14.340000,-0.191628,1
2026-02-10,1.000000,1,1,0.002678,0.002678,0.002424,1,1138.200000,994.700000,143.500000,13.820000,-0.530000,14.350000,0.000000,0
2026-02-11,1.000000,1,1,-0.020549,-0.020549,-0.001915,0,1136.020000,974.470000,161.550000,13.602000,-2.553000,16.155000,-0.191530,1
2026-02-12,1.000000,1,1,0.002129,0.002129,0.001781,1,1138.040000,976.550000,161.490000,13.804000,-2.345000,16.149000,-0.014057,1
2026-02-13,1.000000,1,1,-0.001031,-0.001031,-0.001365,0,1136.490000,975.540000,160.950000,13.649000,-2.446000,16.095000,-0.150237,1
2026-02-17,1.000000,1,1,0.007439,0.007439,0.007116,1,1144.610000,982.820000,161.790000,14.461000,-1.718000,16.179000,0.000000,0
2026-02-18,1.000000,1,1,-0.003837,-0.003837,-0.001961,0,1142.360000,979.060000,163.300000,14.236000,-2.094000,16.330000,-0.196574,1
2026-02-19,1.000000,1,1,0.008810,0.008810,0.008496,1,1152.110000,987.720000,164.390000,15.211000,-1.228000,16.439000,0.000000,0
2026-02-20,1.000000,1,1,-0.012229,-0.012229,-0.001941,0,1149.880000,975.720000,174.160000,14.988000,-2.428000,17.416000,-0.193558,1
2026-02-23,1.000000,1,1,0.010684,0.010684,0.010350,1,1161.840000,986.200000,175.640000,16.184000,-1.380000,17.564000,0.000000,0
2026-02-24,1.000000,1,1,0.014389,0.014389,0.014098,1,1178.330000,1000.490000,177.840000,17.833000,0.049000,17.784000,0.000000,0
2026-02-25,1.000000,1,1,-0.012138,-0.012138,-0.001907,0,1176.090000,988.420000,187.670000,17.609000,-1.158000,18.767000,-0.190100,1
2026-02-26,1.000000,1,1,-0.003206,-0.003206,-0.001925,0,1173.830000,985.260000,188.570000,17.383000,-1.474000,18.857000,-0.381896,1
2026-02-27,1.000000,1,1,0.001316,0.001316,0.001033,1,1175.040000,986.560000,188.480000,17.504000,-1.344000,18.848000,-0.279209,1
2026-03-02,1.000000,1,1,-0.010763,-0.010763,-0.001974,0,1172.720000,975.990000,196.730000,17.272000,-2.401000,19.673000,-0.476098,1
2026-03-03,1.000000,1,1,0.015128,0.015128,0.014761,1,1190.160000,990.870000,199.290000,19.016000,-0.913000,19.929000,0.000000,0
2026-03-04,1.000000,1,1,-0.003017,-0.003017,-0.001959,0,1187.830000,987.890000,199.940000,18.783000,-1.211000,19.994000,-0.195772,1
2026-03-05,1.000000,1,1,-0.015158,-0.015158,-0.001990,0,1185.470000,973.020000,212.450000,18.547000,-2.698000,21.245000,-0.394065,1
