date,position,pred_direction,traded,actual_ret_1d,bh_log_ret,strategy_pnl,correct,equity_dollars,buy_hold_dollars,excess_dollars,cumret_pct,bh_cumret_pct,excess_cumret_pct,drawdown_pct,underwater
2025-12-01,0.000000,0,0,0.000000,0.000000,0.000000,0,1013.080000,1007.830000,5.250000,1.307800,0.782600,0.525200,0.000000,0
2025-12-02,0.000000,0,0,0.000000,0.000000,0.000000,0,1017.210000,1010.290000,6.920000,1.720800,1.029000,0.691800,0.000000,0
2025-12-03,0.000000,0,0,0.000000,0.000000,0.000000,0,1015.630000,1009.350000,6.280000,1.563100,0.934900,0.628200,0.000000,0
2025-12-04,0.000000,0,0,0.000000,0.000000,0.000000,0,1022.540000,1013.460000,9.080000,2.254200,1.346500,0.907700,0.000000,0
2025-12-05,0.000000,0,0,0.000000,0.000000,0.000000,0,1018.620000,1011.520000,7.100000,1.862300,1.152100,0.710200,0.000000,0
2025-12-08,0.000000,0,0,0.000000,0.000000,0.000000,0,1021.140000,1012.770000,8.370000,2.113800,1.276900,0.836900,0.000000,0
2025-12-09,0.000000,0,0,0.000000,0.000000,0.000000,0,1029.520000,1016.920000,12.600000,2.951900,1.691600,1.260300,0.000000,0
2025-12-10,0.000000,0,0,0.000000,0.000000,0.000000,0,1022.870000,1013.630000,9.240000,2.286900,1.362700,0.924200,0.000000,0
2025-12-11,0.000000,0,0,0.000000,0.000000,0.000000,0,984.130000,994.250000,-10.120000,-1.586700,-0.575100,-1.011600,0.000000,0
2025-12-12,0.000000,0,0,0.000000,0.000000,0.000000,0,974.280000,989.260000,-14.980000,-2.572200,-1.074200,-1.498000,0.000000,0
2025-12-15,0.000000,0,0,0.000000,0.000000,0.000000,0,978.140000,991.220000,-13.080000,-2.185600,-0.878100,-1.307500,0.000000,0
2025-12-16,0.000000,0,0,0.000000,0.000000,0.000000,0,945.030000,972.840000,-27.810000,-5.496800,-2.715500,-2.781300,0.000000,0
2025-12-17,0.000000,0,0,0.000000,0.000000,0.000000,0,968.070000,986.940000,-18.870000,-3.193500,-1.305900,-1.887600,0.000000,0
2025-12-18,0.000000,0,0,0.000000,0.000000,0.000000,0,988.470000,999.810000,-11.340000,-1.153200,-0.019400,-1.133800,0.000000,0
2025-12-19,0.000000,0,0,0.000000,0.000000,0.000000,0,996.330000,1004.600000,-8.270000,-0.366900,0.459900,-0.826800,0.000000,0
2025-12-22,0.000000,0,0,0.000000,0.000000,0.000000,0,1004.290000,1009.300000,-5.010000,0.429100,0.930300,-0.501200,0.000000,0
2025-12-23,0.000000,0,0,0.000000,0.000000,0.000000,0,1009.450000,1012.260000,-2.810000,0.945400,1.225500,-0.280100,0.000000,0
2025-12-24,0.000000,0,0,0.000000,0.000000,0.000000,0,1009.340000,1012.190000,-2.850000,0.933700,1.219100,-0.285400,0.000000,0
2025-12-26,0.000000,0,0,0.000000,0.000000,0.000000,0,1000.360000,1007.290000,-6.930000,0.036100,0.729100,-0.693000,0.000000,0
2025-12-29,0.000000,0,0,0.000000,0.000000,0.000000,0,995.990000,1004.960000,-8.970000,-0.401100,0.495500,-0.896600,0.000000,0
2025-12-30,0.000000,0,0,0.000000,0.000000,0.000000,0,980.530000,996.650000,-16.120000,-1.946700,-0.335100,-1.611600,0.000000,0
2025-12-31,0.000000,0,0,0.000000,0.000000,0.000000,0,976.950000,994.720000,-17.770000,-2.305300,-0.528200,-1.777100,0.000000,0
2026-01-02,0.000000,0,0,0.000000,0.000000,0.000000,0,991.280000,1002.620000,-11.340000,-0.872100,0.261900,-1.134000,0.000000,0
2026-01-05,0.000000,0,0,0.000000,0.000000,0.000000,0,1007.020000,1011.430000,-4.410000,0.702000,1.142900,-0.440900,0.000000,0
2026-01-06,0.000000,0,0,0.000000,0.000000,0.000000,0,1008.770000,1012.400000,-3.630000,0.876800,1.240200,-0.363400,0.000000,0
2026-01-07,0.000000,0,0,0.000000,0.000000,0.000000,0,998.550000,1006.640000,-8.090000,-0.145100,0.664300,-0.809400,0.000000,0
2026-01-08,0.000000,0,0,0.000000,0.000000,0.000000,0,1015.880000,1016.670000,-0.790000,1.588300,1.666900,-0.078600,0.000000,0
2026-01-09,0.000000,0,0,0.000000,0.000000,0.000000,0,1017.350000,1017.510000,-0.160000,1.735200,1.751300,-0.016100,0.000000,0
2026-01-12,0.000000,0,0,0.000000,0.000000,0.000000,0,1014.340000,1016.000000,-1.660000,1.433700,1.600400,-0.166700,0.000000,0
2026-01-13,0.000000,0,0,0.000000,0.000000,0.000000,0,993.490000,1005.150000,-11.660000,-0.651500,0.515000,-1.166500,0.000000,0
2026-01-14,0.000000,0,0,0.000000,0.000000,0.000000,0,1000.400000,1008.770000,-8.370000,0.039500,0.876800,-0.837300,0.000000,0
2026-01-15,0.000000,0,0,0.000000,0.000000,0.000000,0,998.720000,1007.920000,-9.200000,-0.127800,0.792400,-0.920200,0.000000,0
2026-01-16,0.000000,0,0,0.000000,0.000000,0.000000,0,956.880000,986.510000,-29.630000,-4.312200,-1.349100,-2.963100,0.000000,0
2026-01-20,0.000000,0,0,0.000000,0.000000,0.000000,0,982.690000,999.850000,-17.160000,-1.730700,-0.015500,-1.715200,0.000000,0
2026-01-21,0.000000,0,0,0.000000,0.000000,0.000000,0,996.730000,1007.110000,-10.380000,-0.326700,0.711300,-1.038000,0.000000,0
2026-01-22,0.000000,0,0,0.000000,0.000000,0.000000,0,1002.940000,1010.290000,-7.350000,0.293500,1.029300,-0.735800,0.000000,0
2026-01-23,0.000000,0,0,0.000000,0.000000,0.000000,0,1011.600000,1014.740000,-3.140000,1.160100,1.473800,-0.313700,0.000000,0
2026-01-26,0.000000,0,0,0.000000,0.000000,0.000000,0,1029.120000,1023.940000,5.180000,2.911600,2.393600,0.518000,0.000000,0
2026-01-27,0.000000,0,0,0.000000,0.000000,0.000000,0,1035.670000,1027.330000,8.340000,3.567200,2.732700,0.834500,0.000000,0
2026-01-28,0.000000,0,0,0.000000,0.000000,0.000000,0,1023.970000,1021.180000,2.790000,2.396600,2.117800,0.278800,0.000000,0
2026-01-29,0.000000,0,0,0.000000,0.000000,0.000000,0,1001.490000,1008.910000,-7.420000,0.148700,0.891200,-0.742500,0.000000,0
2026-01-30,0.000000,0,0,0.000000,0.000000,0.000000,0,1014.030000,1015.840000,-1.810000,1.402700,1.584000,-0.181300,0.000000,0
2026-02-02,0.000000,0,0,0.000000,0.000000,0.000000,0,987.630000,1000.230000,-12.600000,-1.236800,0.023300,-1.260100,0.000000,0
2026-02-03,0.000000,0,0,0.000000,0.000000,0.000000,0,960.000000,982.760000,-22.760000,-4.000300,-1.724000,-2.276300,0.000000,0
2026-02-04,0.000000,0,0,0.000000,0.000000,0.000000,0,938.710000,968.610000,-29.900000,-6.129300,-3.138700,-2.990600,0.000000,0
2026-02-05,0.000000,0,0,0.000000,0.000000,0.000000,0,966.300000,989.090000,-22.790000,-3.370300,-1.091200,-2.279100,0.000000,0
2026-02-06,0.000000,0,0,0.000000,0.000000,0.000000,0,976.660000,996.660000,-20.000000,-2.334300,-0.333500,-2.000800,0.000000,0
2026-02-09,0.000000,0,0,0.000000,0.000000,0.000000,0,970.340000,992.040000,-21.700000,-2.965800,-0.795900,-2.169900,0.000000,0
2026-02-10,0.000000,0,0,0.000000,0.000000,0.000000,0,973.960000,994.700000,-20.740000,-2.603700,-0.529900,-2.073800,0.000000,0
2026-02-11,0.000000,0,0,0.000000,0.000000,0.000000,0,947.960000,974.470000,-26.510000,-5.203900,-2.553000,-2.650900,0.000000,0
2026-02-12,0.000000,0,0,0.000000,0.000000,0.000000,0,950.630000,976.550000,-25.920000,-4.937100,-2.345400,-2.591700,0.000000,0
2026-02-13,0.000000,0,0,0.000000,0.000000,0.000000,0,949.340000,975.540000,-26.200000,-5.066400,-2.446000,-2.620400,0.000000,0
