date,fold,regime,prediction,pred_direction,actual_return,actual_direction,strategy_return,cumulative_return,confidence,aleatoric,epistemic,correct,pnl_bps,B_pred,B_actual,D_pred,D_actual
2008-12-24,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),-0.0011012405531064442,-1,-0.0003429576390683309,-1,0.0003429576390683309,0.0003429576390683309,,,,1,3.4295763906833088,-0.012830088547636509,0.06284288391980031,-0.012830088547636509,-0.01131396397522408
2008-12-26,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),-0.003008090984603331,-1,-0.008273275393674506,-1,0.008273275393674506,0.008616233032742837,,,,1,82.73275393674507,-0.010504659062096676,0.06286349155477033,-0.010504659062096676,-0.28636381278925166
2008-12-29,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),-0.0031053986319008534,-1,0.020555761880902246,1,-0.020555761880902246,-0.011939528848159409,,,,0,-205.55761880902247,-0.006437450281802497,0.08108048507161447,-0.006437450281802497,0.7113592667332982
2008-12-30,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),-0.0049359574360927794,-1,0.008441665573091228,1,-0.008441665573091228,-0.020381194421250637,,,,0,-84.41665573091228,-0.017385782392859598,0.03170631801858814,-0.017385782392859598,0.359792261687734
2008-12-31,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),0.0031593025465907953,1,0.04246168949854967,1,0.04246168949854967,0.022080495077299034,,,,1,424.6168949854967,-0.02101884094961427,0.03372220461992237,-0.02101884094961427,1.8988990613166399
2009-01-02,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),-0.004330874289684752,-1,-0.00032235000409830405,-1,0.00032235000409830405,0.022402845081397338,,,,1,3.2235000409830405,-0.028312145128160656,-0.031426589968615026,-0.028312145128160656,-0.013732587060522822
2009-01-05,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),-0.0021522551886975806,-1,0.009943718123169631,1,-0.009943718123169631,0.012459126958227706,,,,0,-99.43718123169631,-0.02964775196718749,-0.049564060866630566,-0.02964775196718749,0.440405604963444
2009-01-06,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),-0.007607321035388876,-1,-0.028818405172124084,-1,0.028818405172124084,0.04127753213035179,,,,1,288.18405172124085,-0.03025071722564774,-0.05916897739149052,-0.03025071722564774,-1.38107552841447
2009-01-07,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),-0.010624579477976749,-1,0.010457552174425455,1,-0.010457552174425455,0.030819979955926335,,,,0,-104.57552174425456,-0.024131454448011954,-0.06130253003347663,-0.024131454448011954,0.5213772021956417
2009-01-08,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),-0.008331501120560641,-1,-0.022687105089987725,-1,0.022687105089987725,0.05350708504591406,,,,1,226.87105089987725,-0.018339516921664013,-0.05547646741468615,-0.018339516921664013,-1.123864984696404
2009-01-09,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),-0.0026542013463035623,-1,-0.018459820902113844,-1,0.018459820902113844,0.0719669059480279,,,,1,184.59820902113844,-0.011633312575320411,-0.021853338975653447,-0.011633312575320411,-0.8874499725674849
2009-01-12,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),-0.0030427642357573528,-1,0.00033880159830967926,1,-0.00033880159830967926,0.07162810434971822,,,,0,-3.3880159830967926,0.00038584754660687254,-0.05429340651503356,0.00038584754660687254,0.016710213945114464
2009-01-13,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),-0.005645389369837029,-1,-0.030951957814110198,-1,0.030951957814110198,0.10258006216382842,,,,1,309.519578141102,0.00300897297103881,-0.0129519797698614,0.00300897297103881,-1.5654513740687834
2009-01-14,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),0.009070175014252588,1,0.01628361479321594,1,0.01628361479321594,0.11886367695704436,,,,1,162.8361479321594,0.012811070174724439,0.004530364418594779,0.012811070174724439,0.7915411764355298
2009-01-15,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),0.0032534463439881194,1,0.010936023349044977,1,0.010936023349044977,0.12979970030608934,,,,1,109.36023349044976,0.004306884840785761,-0.006897205442565557,0.004306884840785761,0.6052141544043578
2009-01-16,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),-7.392029374433257e-05,-1,-0.05089988844149396,-1,0.05089988844149396,0.1806995887475833,,,,1,508.99888441493954,-0.006539266091024768,-0.010592788211425397,-0.006539266091024768,-2.823098035338528
2009-01-20,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),0.003294551916169185,1,0.04168022834348184,1,0.04168022834348184,0.22237981709106514,,,,1,416.8022834348184,0.001874059110283256,0.04749481517916987,0.001874059110283256,1.9894501200614343
2009-01-21,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),0.0031337411991886185,1,-0.01346961362565402,-1,-0.01346961362565402,0.20891020346541112,,,,0,-134.6961362565402,-0.006934975437802672,0.04034192203252829,-0.006934975437802672,-0.5892937199583155
2009-01-22,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),-0.0026505059151649413,-1,0.004856044932055603,1,-0.004856044932055603,0.2040541585333555,,,,0,-48.56044932055603,-0.00767524226959709,0.028113060013808422,-0.00767524226959709,0.21559962684167613
2009-01-23,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),-0.00631749728620536,-1,0.007240440580185137,1,-0.007240440580185137,0.19681371795317038,,,,0,-72.40440580185137,-0.006714704012288129,0.005520956518233255,-0.006714704012288129,0.32150893117112656
2009-01-26,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),-0.0015268292466892688,-1,0.007187714949101309,1,-0.007187714949101309,0.18962600300406907,,,,0,-71.87714949101309,-0.0026209110268622026,0.010252719519080244,-0.0026209110268622026,0.318464132859641
2009-01-27,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),-0.0038616380591374047,-1,0.03452733519684026,1,-0.03452733519684026,0.1550986678072288,,,,0,-345.2733519684026,-0.003519755250016302,0.018584956170498046,-0.003519755250016302,1.5259379429002036
2009-01-28,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),-0.0011451665475290468,-1,-0.025698475644373886,-1,0.025698475644373886,0.1807971434516027,,,,1,256.9847564437389,-0.01223799685127647,-0.01460401682818313,-0.01223799685127647,-1.0781286776485335
2009-01-29,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),-0.000789636143824339,-1,-0.017736058563519563,-1,0.017736058563519563,0.19853320201512226,,,,1,177.36058563519563,-0.013532153334188227,0.03292095074012469,-0.013532153334188227,-0.7364133233704658
2009-01-30,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),-0.006474189772442861,-1,0.011972203581032126,1,-0.011972203581032126,0.18656099843409013,,,,0,-119.72203581032126,-0.003921510433959295,0.07648946188910521,-0.003921510433959295,0.4919620198706491
2009-02-02,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),-0.002478516999255436,-1,0.01551995160051911,1,-0.01551995160051911,0.17104104683357102,,,,0,-155.1995160051911,-0.0028881739750840412,0.06865273721417298,-0.0028881739750840412,0.6877479031448788
2009-02-03,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),-0.004889483251502563,-1,0.001338362198159082,1,-0.001338362198159082,0.16970268463541194,,,,0,-13.38362198159082,-0.0032102265283246306,0.015612514270084255,-0.0032102265283246306,0.05861908332521261
