date,fold,regime,prediction,pred_direction,actual_return,actual_direction,strategy_return,cumulative_return,confidence,aleatoric,epistemic,correct,pnl_bps,B_pred,B_actual,D_pred,D_actual
2008-10-14,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),0.005039265379309654,1,-0.09382425993680954,-1,-0.09382425993680954,-0.09382425993680954,,,,0,-938.2425993680954,0.010192077606916428,-0.06547101587057114,0.005039265379309654,-2.109097253039619
2008-10-15,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),0.005787527188658714,1,0.05282853543758392,1,0.05282853543758392,-0.040995724499225616,,,,1,528.2853543758392,0.013156305998563766,0.0003273205365985632,0.005787527188658714,1.1070436320743604
2008-10-16,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),0.005493663251399994,1,0.0012392186326906085,1,0.0012392186326906085,-0.03975650586653501,,,,1,12.392186326906085,0.00689331442117691,-0.05642925575375557,0.005493663251399994,0.02550105319463656
2008-10-17,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),0.00956304743885994,1,0.027482815086841583,1,0.027482815086841583,-0.012273690779693425,,,,1,274.82815086841583,0.00755956768989563,-0.09033822268247604,0.00956304743885994,0.5718398491366828
2008-10-20,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),0.004807064309716225,1,-0.05319732427597046,-1,-0.05319732427597046,-0.06547101505566388,,,,0,-531.9732427597046,0.006948474794626236,-0.14600127935409546,0.004807064309716225,-1.12620021320199
2008-10-21,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),0.0064287446439266205,1,-0.028025925159454346,-1,-0.028025925159454346,-0.09349694021511823,,,,0,-280.25925159454346,0.00937928631901741,0.011998527683317661,0.0064287446439266205,-0.5757042442051474
2008-10-22,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),0.00701153464615345,1,-0.003928040619939566,-1,-0.003928040619939566,-0.0974249808350578,,,,0,-39.28040619939566,0.00871272012591362,0.037510186433792114,0.00701153464615345,-0.08006814480336048
2008-10-23,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),0.006199244409799576,1,-0.03266974538564682,-1,-0.03266974538564682,-0.13009472622070462,,,,0,-326.6974538564682,0.009637616574764252,0.07424870133399963,0.006199244409799576,-0.6675545237896594
2008-10-24,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),0.004560738801956177,1,-0.028180237859487534,-1,-0.028180237859487534,-0.15827496408019215,,,,0,-281.80237859487534,0.012910794466733932,0.10843947529792786,0.004560738801956177,-0.5701113436673966
2008-10-27,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),0.0021347682923078537,1,0.10480247437953949,1,0.10480247437953949,-0.05347248970065266,,,,1,1048.024743795395,0.014878302812576294,0.13448895514011383,0.0021347682923078537,2.264899617614946
2008-10-28,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),-0.0020369719713926315,-1,-0.002514267573133111,-1,0.002514267573133111,-0.05095822212751955,,,,1,25.14267573133111,0.014708679169416428,0.05762910470366478,-0.0020369719713926315,-0.048841884986909896
2008-10-29,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),0.006004882976412773,1,0.03281047195196152,1,0.03281047195196152,-0.01814775017555803,,,,1,328.1047195196152,0.009330544620752335,0.006586431059986353,0.006004882976412773,0.6380102978731311
2008-10-30,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),-0.010490363463759422,-1,0.0015210297424346209,1,-0.0015210297424346209,-0.01966877991799265,,,,0,-15.210297424346209,-0.019646141678094864,-0.07195529341697693,-0.010490363463759422,0.029885778865258273
2008-10-31,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),-0.009775953367352486,-1,-0.002130764303728938,-1,0.002130764303728938,-0.017538015614263713,,,,1,21.30764303728938,-0.02323940023779869,-0.05307116359472275,-0.009775953367352486,-0.04196421772856818
2008-11-03,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),0.006797166541218758,1,0.027942635118961334,1,0.027942635118961334,0.010404619504697621,,,,1,279.42635118961334,-0.0328495018184185,-0.06449751555919647,0.006797166541218758,0.5578122188998867
2008-11-04,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),0.010930501855909824,1,-0.05355694144964218,-1,-0.05355694144964218,-0.04315232194494456,,,,0,-535.5694144964218,-0.02865719422698021,-0.11445481330156326,0.010930501855909824,-1.1086007483566258
2008-11-05,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),0.0014737267047166824,1,-0.04573125019669533,-1,-0.04573125019669533,-0.08888357214163989,,,,0,-457.3125019669533,-0.009835444390773773,-0.10817801207304001,0.0014737267047166824,-0.9193969803721691
2008-11-06,fold_1,GFC peak crash (Lehman + Mar-2009 bottom),0.004262665286660194,1,0.020405156537890434,1,0.020405156537890434,-0.06847841560374945,,,,1,204.05156537890434,0.00037434324622154236,-0.0032778142485767603,0.004262665286660194,0.4047481996307721
