date,position,pred_direction,traded,actual_ret_1d,bh_log_ret,strategy_pnl,correct,equity_dollars,buy_hold_dollars,excess_dollars,cumret_pct,bh_cumret_pct,excess_cumret_pct,drawdown_pct,underwater
2025-12-01,0.000000,0,0,0.000000,0.000000,0.000000,0,1002.940000,1007.830000,-4.890000,0.294400,0.782600,-0.488200,0.000000,0
2025-12-02,0.000000,0,0,0.000000,0.000000,0.000000,0,1003.950000,1010.290000,-6.340000,0.395300,1.029000,-0.633700,0.000000,0
2025-12-03,0.000000,0,0,0.000000,0.000000,0.000000,0,1003.550000,1009.350000,-5.800000,0.355100,0.934900,-0.579800,0.000000,0
2025-12-04,0.000000,0,0,0.000000,0.000000,0.000000,0,1005.130000,1013.460000,-8.330000,0.513100,1.346500,-0.833400,0.000000,0
2025-12-05,0.000000,0,0,0.000000,0.000000,0.000000,0,1004.380000,1011.520000,-7.140000,0.437600,1.152100,-0.714500,0.000000,0
2025-12-08,0.000000,0,0,0.000000,0.000000,0.000000,0,1004.810000,1012.770000,-7.960000,0.480800,1.276900,-0.796100,0.000000,0
2025-12-09,0.000000,0,0,0.000000,0.000000,0.000000,0,1006.410000,1016.920000,-10.510000,0.640700,1.691600,-1.050900,0.000000,0
2025-12-10,0.000000,0,0,0.000000,0.000000,0.000000,0,1005.110000,1013.630000,-8.520000,0.510500,1.362700,-0.852200,0.000000,0
2025-12-11,0.000000,0,0,0.000000,0.000000,0.000000,0,997.950000,994.250000,3.700000,-0.205500,-0.575100,0.369600,0.000000,0
2025-12-12,0.000000,0,0,0.000000,0.000000,0.000000,0,996.250000,989.260000,6.990000,-0.375200,-1.074200,0.699000,0.000000,0
2025-12-15,0.000000,0,0,0.000000,0.000000,0.000000,0,997.000000,991.220000,5.780000,-0.300500,-0.878100,0.577600,0.000000,0
2025-12-16,0.000000,0,0,0.000000,0.000000,0.000000,0,989.680000,972.840000,16.840000,-1.032200,-2.715500,1.683300,0.000000,0
2025-12-17,0.000000,0,0,0.000000,0.000000,0.000000,0,995.230000,986.940000,8.290000,-0.476700,-1.305900,0.829200,0.000000,0
2025-12-18,0.000000,0,0,0.000000,0.000000,0.000000,0,1000.690000,999.810000,0.880000,0.069100,-0.019400,0.088500,0.000000,0
2025-12-19,0.000000,0,0,0.000000,0.000000,0.000000,0,1002.560000,1004.600000,-2.040000,0.255800,0.459900,-0.204100,0.000000,0
2025-12-22,0.000000,0,0,0.000000,0.000000,0.000000,0,1004.130000,1009.300000,-5.170000,0.413400,0.930300,-0.516900,0.000000,0
2025-12-23,0.000000,0,0,0.000000,0.000000,0.000000,0,1005.060000,1012.260000,-7.200000,0.505800,1.225500,-0.719700,0.000000,0
2025-12-24,0.000000,0,0,0.000000,0.000000,0.000000,0,1005.020000,1012.190000,-7.170000,0.501700,1.219100,-0.717400,0.000000,0
2025-12-26,0.000000,0,0,0.000000,0.000000,0.000000,0,1003.530000,1007.290000,-3.760000,0.352800,0.729100,-0.376300,0.000000,0
2025-12-29,0.000000,0,0,0.000000,0.000000,0.000000,0,1002.790000,1004.960000,-2.170000,0.279300,0.495500,-0.216200,0.000000,0
2025-12-30,0.000000,0,0,0.000000,0.000000,0.000000,0,1000.000000,996.650000,3.350000,-0.000200,-0.335100,0.334900,0.000000,0
2025-12-31,0.000000,0,0,0.000000,0.000000,0.000000,0,999.300000,994.720000,4.580000,-0.070000,-0.528200,0.458200,0.000000,0
2026-01-02,0.000000,0,0,0.000000,0.000000,0.000000,0,1002.200000,1002.620000,-0.420000,0.220300,0.261900,-0.041600,0.000000,0
2026-01-05,0.000000,0,0,0.000000,0.000000,0.000000,0,1005.470000,1011.430000,-5.960000,0.547100,1.142900,-0.595800,0.000000,0
2026-01-06,0.000000,0,0,0.000000,0.000000,0.000000,0,1005.810000,1012.400000,-6.590000,0.581200,1.240200,-0.659000,0.000000,0
2026-01-07,0.000000,0,0,0.000000,0.000000,0.000000,0,1003.710000,1006.640000,-2.930000,0.371100,0.664300,-0.293200,0.000000,0
2026-01-08,0.000000,0,0,0.000000,0.000000,0.000000,0,1007.500000,1016.670000,-9.170000,0.750000,1.666900,-0.916900,0.000000,0
2026-01-09,0.000000,0,0,0.000000,0.000000,0.000000,0,1007.790000,1017.510000,-9.720000,0.779300,1.751300,-0.972000,0.000000,0
2026-01-12,0.000000,0,0,0.000000,0.000000,0.000000,0,1007.240000,1016.000000,-8.760000,0.724500,1.600400,-0.875900,0.000000,0
2026-01-13,0.000000,0,0,0.000000,0.000000,0.000000,0,1003.310000,1005.150000,-1.840000,0.330600,0.515000,-0.184400,0.000000,0
2026-01-14,0.000000,0,0,0.000000,0.000000,0.000000,0,1004.650000,1008.770000,-4.120000,0.464800,0.876800,-0.412000,0.000000,0
2026-01-15,0.000000,0,0,0.000000,0.000000,0.000000,0,1004.290000,1007.920000,-3.630000,0.428900,0.792400,-0.363500,0.000000,0
2026-01-16,0.000000,0,0,0.000000,0.000000,0.000000,0,996.050000,986.510000,9.540000,-0.395200,-1.349100,0.953900,0.000000,0
2026-01-20,0.000000,0,0,0.000000,0.000000,0.000000,0,1001.280000,999.850000,1.430000,0.128100,-0.015500,0.143600,0.000000,0
2026-01-21,0.000000,0,0,0.000000,0.000000,0.000000,0,1004.660000,1007.110000,-2.450000,0.465800,0.711300,-0.245500,0.000000,0
2026-01-22,0.000000,0,0,0.000000,0.000000,0.000000,0,1005.910000,1010.290000,-4.380000,0.591500,1.029300,-0.437800,0.000000,0
2026-01-23,0.000000,0,0,0.000000,0.000000,0.000000,0,1007.570000,1014.740000,-7.170000,0.756900,1.473800,-0.716900,0.000000,0
2026-01-26,0.000000,0,0,0.000000,0.000000,0.000000,0,1011.090000,1023.940000,-12.850000,1.109400,2.393600,-1.284200,0.000000,0
